Year,Type,Country,Area,Location,Activity,Gender,Age,Fatal (Y/N)
2009.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Off Vilanculo,fishing,M,,N
2009.0,Unprovoked,AUSTRALIA,New South Wales,Lennox Heads,paddling,F,17.0,N
2009.0,Unprovoked,USA,California,"San Onofre, San Diego County ",surfing,M,,N
2009.0,Unprovoked,USA,Hawaii,"Kalama Park, Maui",surfing,M,54.0,N
2009.0,Unprovoked,PANAMA,Bocas,Playa La Cabaña ,wading,F,10.0,N
2009.0,Provoked,SCOTLAND,Fife,Deep Sea World Aquarium,diving,M,23.0,N
2009.0,Unprovoked,AUSTRALIA,Western Australia,,diving,M,23.0,N
2009.0,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",surfing,M,,N
2009.0,Provoked,UNITED KINGDOM,Devon,Mewstone Rock,fishing,M,39.0,N
2009.0,Unprovoked,USA,Florida,"Key Colony Beach, Monroe County",swimming,M,,N
2009.0,Unprovoked,VIETNAM,,,unknown,M,,N
2009.0,Provoked,SOMALIA,,300 miles off the coast ,fishing,M,,N
2009.0,Provoked,BRAZIL,Pernambuco,"Piedade, Recife",unknown,M,34.0,Y
2009.0,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",swimming,M,15.0,Y
2009.0,Provoked,SOLOMON ISLANDS,Makira-Ulawa Province,"Kirakira, Makira Island (formerly San Cristobal)",fishing,M,,N
2009.0,Unprovoked,USA,California,"Huntington Beach, Orange County",surfing,M,,N
2009.0,"Valid, but unknown",SOUTH AFRICA,Western Cape Province,Glentana,surfing,M,25.0,Y
2009.0,Unprovoked,USA,California,"Terramar Beach, Carlsbad, San Diego County",swimming,F,22.0,N
2009.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Alkantstrand ,surfing,M,,N
2009.0,Unprovoked,USA,Florida,"Ponce, Volusia County",swimming,M,26.0,N
2009.0,Unprovoked,USA,Hawaii,Kawa'a ,surfing,M,,N
2009.0,Unprovoked,USA,Louisiana,"Curlew Island, Breton Sound",fishing,M,56.0,N
2009.0,Unprovoked,BAHAMAS,Abaco Islands,Spanish Cay,fishing,M,14.0,N
2009.0,Unprovoked,AUSTRALIA,New South Wales,Broken Head,surfing,M,14.0,N
2009.0,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,swimming,F,41.0,N
2009.0,Unprovoked,KENYA,Mombasa,Likoni Channel,other,M,,Y
2009.0,Unprovoked,USA,Texas,South Padre Island,wading,F,14.0,N
2009.0,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,swimming,F,26.0,N
2009.0,Unprovoked,USA,Florida,"Intracoastal Waterway,      St. Petersburg",swimming,F,19.0,N
2009.0,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,swimming,M,57.0,N
2009.0,Provoked,BAHAMAS,,,fishing,M,,N
2009.0,Unprovoked,USA,California,"San Onofre, San Diego County ",surfing,M,,N
2009.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Jogensfontein, Stilbaai",surfing,M,37.0,N
2009.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",surfing,F,12.0,N
2009.0,Provoked,USA,Florida,"Biscayne National Park, Miami",swimming,F,43.0,N
2009.0,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",surfing,M,52.0,N
2009.0,"Valid, but unknown",VIETNAM,,,fishing,M,,N
2009.0,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,diving,M,,N
2009.0,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,diving,M,,N
2009.0,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,other,F,50.0,Y
2009.0,Provoked,TAIWAN,Off Green Island,Onboard the fishing vessel Chin Sheng Fa 13  ,fishing,M,46.0,N
2009.0,Provoked,USA,Florida,"Clearwater Beach, Pinellas County",swimming,M,,N
2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,31.0,N
2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,49.0,N
2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,55.0,N
2009.0,Provoked,GUAM,North Region,Ritidian Point,fishing,M,27.0,N
2009.0,Provoked,BAHAMAS,Exuma Islands,,fishing,M,48.0,N
2009.0,Unprovoked,USA,Florida,"St. Augustine, St. John's County",unknown,F,,N
2009.0,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",surfing,M,,N
2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,20.0,N
2009.0,Unprovoked,PHILIPPINES,Batangas province,Mabini,swimming,M,23.0,N
2009.0,Unprovoked,USA,Florida,"Carlin Park, Jupiter Inlet",surfing,M,52.0,N
2009.0,Unprovoked,USA,Florida,"Walton Rocks, St Lucie County",surfing,M,31.0,N
2009.0,Unprovoked,AUSTRALIA,New South Wales,Fingal Bay,surfing,M,40.0,N
2009.0,Unprovoked,USA,California,San Diego County,fishing,M,,N
2009.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",wading,M,15.0,N
2009.0,Provoked,SOUTH AFRICA,Eastern Cape Province,2-3 km north of Sunday's River mouth,fishing,M,59.0,N
2009.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",surfing,M,16.0,Y
2009.0,Unprovoked,AUSTRALIA,New South Wales,Blue Bay,surfing,M,17.0,N
2009.0,Unprovoked,AUSTRALIA,New South Wales,South Broulee,surfing,M,,N
2009.0,Unprovoked,AUSTRALIA,New South Wales,Bateman's Bay,surfing,F,,N
2009.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,F,17.0,N
2009.0,Unprovoked,MALAYSIA,Strait of Malacca,Pulau Payar Island,other,F,,N
2009.0,Unprovoked,USA,Hawaii,Alenuihaha Channel,swimming,M,61.0,N
2009.0,Provoked,AUSTRALIA,Western Australia,"The Natural Jetty, Rottnest Island",wading,M,21.0,N
2009.0,Unprovoked,NEW CALEDONIA,South Province,Bourail,surfing,M,19.0,Y
2009.0,Provoked,SOUTH AFRICA,Western Cape Province,Off Cape Point,fishing,M,40.0,N
2009.0,Boating,NEW ZEALAND,North Island,Taranaki,fishing,M,,N
2009.0,Unprovoked,AUSTRALIA,New South Wales,Avalon,surfing,M,15.0,N
2009.0,Unprovoked,AUSTRALIA,Queensland,Batt Reef,fishing,M,,N
2009.0,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",surfing,M,,N
2009.0,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",surfing,M,33.0,N
2009.0,Unprovoked,AUSTRALIA,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour",diving,M,31.0,N
2009.0,Sea Disaster,USA,Puerto Rico,Quebradillas,other,M,,Y
2009.0,Unprovoked,AUSTRALIA,New South Wales,Cellito Beach,surfing,M,41.0,N
2009.0,Unprovoked,AUSTRALIA,New South Wales,Sandon,surfing,M,,N
2009.0,Provoked,AZORES,,Onboard the fishing vessel Nuevo Cedes ,fishing,M,49.0,N
2009.0,Unprovoked,CUBA,Guantanamo Province,Guantanamo Bay,fishing,M,15.0,N
2009.0,Boating,NEW ZEALAND,North Island,Alderman Islands,fishing,Unknown,,N
2009.0,Unprovoked,AUSTRALIA,New South Wales,"Surf Beach, Batemans Bay",swimming,M,19.0,N
2009.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",swimming,M,25.0,Y
2009.0,Boating,AUSTRALIA,Victoria,Off Tower Hill,fishing,M,,N
2009.0,Unprovoked,NEW ZEALAND,South Island,Karitane Beach,surfing,M,,N
2009.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Shark Alley, off Gansbaai",unknown,Unknown,,Y
2009.0,Unprovoked,AUSTRALIA,New South Wales,"Windang,       Lake Illawara",other,M,24.0,N
2009.0,Unprovoked,AUSTRALIA,Tasmania,Binalong Bay,surfing,F,13.0,N
2009.0,Unprovoked,AUSTRALIA,New South Wales,Fingal Beach,surfing,M,31.0,N
2009.0,Boating,NEW ZEALAND,North Island,Hawkes Bay,fishing,Unknown,,N
2009.0,Unprovoked,ECUADOR,Galapagos Islands,Isla Isabella,surfing,M,22.0,N
2009.0,Unprovoked,NEW ZEALAND,North Island,Haumoana ,swimming,M,49.0,N
2009.0,Unprovoked,CUBA,Guantanamo Province,Guantanamo,fishing,Unknown,,N
2008.0,Boating,AUSTRALIA,Tasmania,near Schouten Island,other,Unknown,,N
2008.0,Unprovoked,AUSTRALIA,New South Wales,Seal Rocks,surfing,M,10.0,N
2008.0,Boating,AUSTRALIA,New South Wales,"Long Reef, north of Sydney",other,M,29.0,N
2008.0,Unprovoked,AUSTRALIA,Western Australia,Port Kennedy Beach,other,M,51.0,Y
2008.0,"Valid, but unknown",USA,California,"Dillon Beach, Marin County",other,M,,N
2008.0,Unprovoked,NEW ZEALAND,North Island,Maraetai,fishing,M,,N
2008.0,Provoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,fishing,M,15.0,N
2008.0,Boating,AUSTRALIA,New South Wales,Mowarry Point,fishing,Unknown,,N
2008.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Chidenguele,fishing,M,,Y
2008.0,Unprovoked,EGYPT,Red Sea,Elphinstone Reef,diving,F,,N
2008.0,Sea Disaster,PHILIPPINES,Batanes Provine,Luzon Strait,other,M,,N
2008.0,Unprovoked,ECUADOR,Galapagos Islands,Santa Cruz,unknown,F,,N
2008.0,Boating,AUSTRALIA,South Australia,North Haven,fishing,M,,N
2008.0,Sea Disaster,TAIWAN,,50 miles off Kaohsiung,fishing,M,45.0,Y
2008.0,Unprovoked,PHILIPPINES,Luzon,"off Paoay, Ilocos Norte Province",fishing,M,39.0,Y
2008.0,Provoked,AUSTRALIA,New South Wales,"Oceanworld, Manley",diving,M,34.0,N
2008.0,Unprovoked,NEW CALEDONIA,,,fishing,M,24.0,N
2008.0,Provoked,AUSTRALIA,Northern Territory,Darwin,fishing,M,50.0,N
2008.0,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,surfing,M,15.0,N
2008.0,Unprovoked,USA,Florida,"Santa Rosa Beach, Walton County",fishing,M,11.0,N
2008.0,Unprovoked,CROATIA," Split-Dalmatia Count,","Smokvina Bay, Vis Island",fishing,M,43.0,N
2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,44.0,N
2008.0,Unprovoked,USA,Florida,Bethune Beach,surfing,M,40.0,N
2008.0,Provoked,AUSTRALIA,Northern Territory,Near Croker Island,swimming,M,43.0,N
2008.0,Unprovoked,USA,Florida,"Ormond-by-the-Sea, Volusia County",swimming,M,32.0,N
2008.0,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",surfing,M,40.0,N
2008.0,Unprovoked,USA,California,"Surf Beach, Lompoc, Santa Barbara County",surfing,M,,N
2008.0,Unprovoked,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",surfing,M,51.0,N
2008.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,43.0,N
2008.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,15.0,N
2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,52.0,N
2008.0,Unprovoked,USA,Florida,Hutchinson Island,surfing,M,,N
2008.0,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",surfing,M,29.0,N
2008.0,Provoked,ENGLAND,North Devon, Lundy Island,fishing,M,52.0,N
2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,19.0,N
2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,26.0,N
2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",swimming,M,20.0,N
2008.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",swimming,M,47.0,N
2008.0,Unprovoked,USA,US Virgin Islands,Buck Island,other,F,38.0,N
2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",wading,F,13.0,N
2008.0,Unprovoked,USA,Hawaii,"Ala Moana Beach Park, Oah'u",diving,M,,N
2008.0,Unprovoked,AUSTRALIA,Victoria,Levys Beach,surfing,M,31.0,N
2008.0,"Valid, but unknown",SOUTH AFRICA,,,unknown,M,,N
2008.0,Unprovoked,PANAMA,San Carlos,Playa Teta,swimming,M,,N
2008.0,Unprovoked,MEXICO,Cabo San Lucas,,swimming,M,33.0,N
2008.0,Unprovoked,USA,Hawaii,"Honokowai, Maui",swimming,M,,N
2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,17.0,N
2008.0,Unprovoked,USA,Hawaii,"Lahilahi Point, Oahu",other,F,44.0,N
2008.0,Unprovoked,USA,North Carolina,"Surf City, Topsail Island, Pender County",wading,M,9.0,N
2008.0,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",wading,F,8.0,N
2008.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,15.0,N
2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",wading,M,16.0,N
2008.0,Unprovoked,EGYPT,,Daedalus Reef,diving,M,,N
2008.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",surfing,M,24.0,N
2008.0,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County",swimming,F,14.0,N
2008.0,Unprovoked,USA,South Carolina,"Litchfield Beach, Georgetown County",unknown,F,17.0,N
2008.0,Boating,UNITED KINGDOM,Sussex,"Rock-a-Nore, Hastings",other,M,16.0,N
2008.0,Unprovoked,BAHAMAS,Abaco Islands,,fishing,M,42.0,N
2008.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,surfing,M,46.0,N
2008.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Struis Bay,fishing,M,,N
2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,29.0,N
2008.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",swimming,M,37.0,N
2008.0,Unprovoked,BRAZIL,Bahia,Guarajuba,surfing,M,,N
2008.0,Boating,USA,California,"West Cove, Catalina Island",other,F,40.0,N
2008.0,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",wading,F,35.0,N
2008.0,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre, Olinda",surfing,M,14.0,N
2008.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",surfing,M,40.0,N
2008.0,Boating,SCOTLAND,Easter Ross,Balintore Bay,fishing,Unknown,,N
2008.0,Unprovoked,USA,South Carolina,Cherry Grove,surfing,F,15.0,N
2008.0,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",swimming,M,14.0,N
2008.0,Unprovoked,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",surfing,M,9.0,N
2008.0,Sea Disaster,BAHAMAS,Grand Bahama Island,Off West End,other,M,,N
2008.0,Unprovoked,MEXICO,Guerro,Playa Linda,surfing,M,49.0,N
2008.0,Unprovoked,MEXICO,Guerro,Pantla Beach,surfing,M,21.0,Y
2008.0,Unprovoked,FIJI,Yasawa Islands,Turtle Island,diving,M,28.0,Y
2008.0,Unprovoked,AUSTRALIA,Western Australia,Albany,swimming,M,37.0,N
2008.0,Unprovoked,NEW CALEDONIA,North Province,Hienghène,fishing,M,40.0,N
2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",wading,M,6.0,N
2008.0,Provoked,SOUTH AFRICA,,,fishing,M,24.0,N
2008.0,Unprovoked,MEXICO,Guerro,Troncones Beach,surfing,M,24.0,Y
2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,18.0,N
2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,24.0,N
2008.0,Unprovoked,NEW CALEDONIA,North Province,Poindimié,swimming,M,32.0,N
2008.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,21.0,N
2008.0,Unprovoked,USA,California,"Solana Beach, San Diego County",swimming,M,66.0,Y
2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,14.0,N
2008.0,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,unknown,M,,UNKNOWN
2008.0,"Valid, but unknown",SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,diving,M,,UNKNOWN
2008.0,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",surfing,M,30.0,N
2008.0,Unprovoked,FIJI,,,fishing,M,,N
2008.0,Unprovoked,USA,Florida,"Palm Beach Shores, Palm Beach County",wading,M,15.0,N
2008.0,Unprovoked,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",surfing,Unknown,,N
2008.0,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",surfing,M,16.0,Y
2008.0,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",other,M,18.0,N
2008.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,fishing,M,39.0,N
2008.0,Unprovoked,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",surfing,M,52.0,N
2008.0,Unprovoked,USA,Florida,"Near Cocoa Beach, Brevard  County",surfing,M,,N
2008.0,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",other,M,13.0,N
2008.0,Unprovoked,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",wading,M,14.0,N
2008.0,"Valid, but unknown",USA,California," Huntington Beach, Orange County",surfing,M,27.0,N
2008.0,Unprovoked,BAHAMAS,Northern Bahamas,"Dive site known as ""The End of the Map""",diving,M,49.0,Y
2008.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,fishing,M,26.0,N
2008.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,M,25.0,N
2008.0,Unprovoked,AUSTRALIA,New South Wales,Horseshoe Bay,surfing,F,14.0,N
2008.0,Unprovoked,USA,Florida,"Opposite Patrick Air Force Base, Brevard County",surfing,M,,N
2008.0,Provoked,JAPAN,Tokyo Bay,,diving,M,,UNKNOWN
2008.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",surfing,M,42.0,N
2008.0,Provoked,AUSTRALIA,Queensland,200 km east of Coolangatta  ,other,M,20.0,N
2008.0,Boating,NEW ZEALAND,North Island,Omaha Beach,other,Unknown,,N
2008.0,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",surfing,M,20.0,N
2008.0,Provoked,USA,Florida,"Off Fort Pierce, St. Lucie County",fishing,M,,N
2008.0,Unprovoked,MEXICO,Baja California,Playas de Tijuana,surfing,M,26.0,N
2007.0,Unprovoked,ECUADOR,Galapagos Islands,San Cristobal Island,surfing,M,24.0,N
2007.0,Unprovoked,AUSTRALIA,New South Wales,Jimmy's Beach,surfing,M,31.0,N
2007.0,Unprovoked,AUSTRALIA,Queensland,South Stradbroke Island,swimming,M,,N
2007.0,Unprovoked,USA,Hawaii,"Waialua Bay, O'ahu",surfing,M,52.0,N
2007.0,Unprovoked,NEW ZEALAND,South Island,Kaikoura,surfing,F,,N
2007.0,Unprovoked,BRAZIL,Pernambuco,Itamaracá,other,M,28.0,N
2007.0,Provoked,AUSTRALIA,Western Australia,In a tidal creek    5 km from Wickham,fishing,M,32.0,N
2007.0,Unprovoked,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",surfing,M,,N
2007.0,Unprovoked,SOUTH AFRICA,Western Cape Province,The Strand,surfing,M,14.0,N
2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,21.0,N
2007.0,Unprovoked,USA,Florida,"Round Island Park, Indian River County",surfing,M,42.0,N
2007.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,surfing,M,37.0,N
2007.0,Unprovoked,USA,Hawaii,"Wailea, Maui",swimming,M,32.0,N
2007.0,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,surfing,F,52.0,N
2007.0,Unprovoked,AUSTRALIA,Queensland,Holmes Reef,fishing,M,31.0,N
2007.0,Unprovoked,USA,California,"Venice Pier, Venice, Los Angeles County",surfing,M,22.0,N
2007.0,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",surfing,M,16.0,N
2007.0,Unprovoked,USA,California,"Santa Monica, Los Angeles County",surfing,M,,N
2007.0,Sea Disaster,PHILIPPINES,Palawan,Off Cagayancillo,other,M,,Y
2007.0,Unprovoked,NEW CALEDONIA,Loyalty Islands,"Bay of Luengoni, Lifou Island",swimming,F,23.0,Y
2007.0,Unprovoked,BAHAMAS,Grand Bahama Island,Sweetings Cay,fishing,F,48.0,N
2007.0,"Valid, but unknown",USA,California,"Moonstone Beach, Humboldt County",surfing,F,,N
2007.0,Unprovoked,EGYPT,Red Sea,Daedalus Reef ,swimming,F,,N
2007.0,Unprovoked,USA,Florida,Huguenot Park,surfing,F,,N
2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,23.0,N
2007.0,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Kicha Island,fishing,M,,N
2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",wading,M,56.0,N
2007.0,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",surfing,F,,N
2007.0,Unprovoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",other,M,14.0,N
2007.0,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",wading,F,58.0,N
2007.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",wading,F,36.0,N
2007.0,Unprovoked,USA,South Carolina,Sullivan's Island,standing,M,15.0,N
2007.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",other,F,12.0,N
2007.0,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",swimming,M,58.0,N
2007.0,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",surfing,M,15.0,N
2007.0,Unprovoked,USA,California,"Marina State Beach, Monterey County",surfing,M,24.0,N
2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,54.0,N
2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,27.0,N
2007.0,Provoked,USA,North Carolina,North Carolina Aquarium at Fort Fisher,diving,M,,N
2007.0,Provoked,USA,Delaware,"Indian River Inlet, Rehoboth Beach",fishing,M,,N
2007.0,Unprovoked,USA,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",swimming,M,52.0,N
2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,16.0,N
2007.0,Unprovoked,USA,South Carolina,"Lakewood Campground, Grand Strand, Horry County",other,M,7.0,N
2007.0,Unprovoked,USA,Florida,Sarasota Bay,swimming,M,20.0,N
2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",swimming,F,15.0,N
2007.0,Unprovoked,USA,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",other,M,19.0,N
2007.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",swimming,M,30.0,N
2007.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",surfing,M,9.0,N
2007.0,Unprovoked,USA,Florida,"Islamorada, Monroe County",other,F,19.0,N
2007.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,M,51.0,N
2007.0,Unprovoked,USA,California,"Imperial Beach, San Diego County",surfing,M,20.0,N
2007.0,Unprovoked,USA,California,"Malibu, Los Angeles County",surfing,M,,N
2007.0,"Valid, but unknown",USA,California,"Bean Hollow State Beach, San Mateo County",fishing,M,,N
2007.0,Unprovoked,USA,Hawaii,"Bellows Beach near Wailea Point, Oahu",other,M,36.0,N
2007.0,Unprovoked,AUSTRALIA,Territory of Cocos (Keeling) Islands,Direction Island,wading,M,15.0,N
2007.0,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow  County",swimming,M,14.0,N
2007.0,Provoked,NORWAY,Oslo Fjord,Sjøstrand,diving,M,48.0,N
2007.0,Unprovoked,USA,North Carolina,"Atlantic Beach, Carteret County",wading,F,30.0,N
2007.0,Unprovoked,BAHAMAS,Abaco Islands,Allan-Pensacola Cay,fishing,F,48.0,N
2007.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,M,18.0,N
2007.0,Unprovoked,REUNION,,Boucan Canot,surfing,M,17.0,N
2007.0,Provoked,USA,Florida,Marques Island,other,M,,N
2007.0,Unprovoked,USA,California,"Will Rogers State Beach, Los Angeles County",swimming,F,,N
2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,20.0,N
2007.0,Unprovoked,USA,Hawaii,"Silva's Channel, Mokuleia, O'ahu",surfing,M,,N
2007.0,Unprovoked,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",swimming,F,,N
2007.0,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, Crescent Head",surfing,M,,N
2007.0,Unprovoked,USA,South Carolina,Garden City,wading,F,,N
2007.0,Provoked,USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach ",other,F,40.0,N
2007.0,Provoked,ENGLAND,Kent,Folkestone,fishing,M,38.0,N
2007.0,Unprovoked,AUSTRALIA,Western Australia,"Warra Beach, Coral Bay",wading,F,38.0,N
2007.0,Unprovoked,AUSTRALIA,Victoria,Warrnambool,surfing,M,19.0,N
2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,F,21.0,N
2007.0,Unprovoked,SEYCHELLES,Bird Island,,other,M,,N
2007.0,Unprovoked,USA,Hawaii,"Keawakapu Beach, Maui",other,F,63.0,N
2007.0,Unprovoked,USA,Florida,Naples,swimming,M,68.0,N
2007.0,Sea Disaster,TURKS & CAICOS,Providenciales,,other,Unknown,,Y
2007.0,Provoked,BAHAMAS,Bimini Islands,,other,F,20.0,N
2007.0,Unprovoked,AUSTRALIA,Queensland,"Mornington Island, Gulf of Carpentaria",swimming,F,13.0,N
2007.0,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",surfing,M,12.0,N
2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,24.0,N
2007.0,Boating,USA,Florida,"Florida Keys, Monroe County",fishing,Unknown,,N
2007.0,Unprovoked,NEW CALEDONIA,South Province,Dumbéa,surfing,M,26.0,N
2007.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",other,M,7.0,N
2007.0,Unprovoked,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",surfing,M,27.0,N
